@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,frequency,geography,units,Frequency,Geography,Units
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-01,1993-01-01,67792.942,67792.942,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-02,1993-02-01,67813.134,67813.134,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-03,1993-03-01,67158.159,67158.159,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-04,1993-04-01,66423.775,66423.775,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-05,1993-05-01,66531.42,66531.42,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-06,1993-06-01,66267.654,66267.654,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-07,1993-07-01,66993.12,66993.12,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-08,1993-08-01,66855.718,66855.718,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-09,1993-09-01,66880.545,66880.545,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-10,1993-10-01,67402.696,67402.696,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-11,1993-11-01,67472.296,67472.296,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1993-12,1993-12-01,67647.643,67647.643,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-01,1994-01-01,68475.4,68475.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-02,1994-02-01,68207.3,68207.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-03,1994-03-01,68126.2,68126.2,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-04,1994-04-01,67773.5,67773.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-05,1994-05-01,68141.6,68141.6,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-06,1994-06-01,68545.5,68545.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-07,1994-07-01,68217.5,68217.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-08,1994-08-01,68087.5,68087.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-09,1994-09-01,68752.5,68752.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-10,1994-10-01,69332.5,69332.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-11,1994-11-01,69732.5,69732.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1994-12,1994-12-01,70105.5,70105.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-01,1995-01-01,69835.9,69835.9,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-02,1995-02-01,70234.9,70234.9,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-03,1995-03-01,69395.9,69395.9,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-04,1995-04-01,70310.9,70310.9,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-05,1995-05-01,70306.8,70306.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-06,1995-06-01,69262.8,69262.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-07,1995-07-01,70306.2,70306.2,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-08,1995-08-01,70441.2,70441.2,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-09,1995-09-01,70924.2,70924.2,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-10,1995-10-01,70518.2,70518.2,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-11,1995-11-01,70819.2,70819.2,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1995-12,1995-12-01,71175.2,71175.2,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-01,1996-01-01,71277.3,71277.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-02,1996-02-01,71576.4,71576.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-03,1996-03-01,71648.3,71648.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-04,1996-04-01,71533.3,71533.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-05,1996-05-01,71468.3,71468.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-06,1996-06-01,71729.8,71729.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-07,1996-07-01,71917.8,71917.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-08,1996-08-01,71480.8,71480.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-09,1996-09-01,71980.8,71980.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-10,1996-10-01,72453.8,72453.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-11,1996-11-01,72998.8,72998.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1996-12,1996-12-01,73582.8,73582.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-01,1997-01-01,73421.7,73421.7,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-02,1997-02-01,73944.6,73944.6,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-03,1997-03-01,73925.7,73925.7,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-04,1997-04-01,74385.1,74385.1,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-05,1997-05-01,73737.3,73737.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-06,1997-06-01,72936.7,72936.7,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-07,1997-07-01,73443.0,73443.0,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-08,1997-08-01,74351.0,74351.0,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-09,1997-09-01,74801.4,74801.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-10,1997-10-01,75316.5,75316.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-11,1997-11-01,75158.5,75158.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1997-12,1997-12-01,75048.4,75048.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-01,1998-01-01,76481.5,76481.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-02,1998-02-01,76882.5,76882.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-03,1998-03-01,76695.5,76695.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-04,1998-04-01,76583.4,76583.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-05,1998-05-01,75957.1,75957.1,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-06,1998-06-01,75650.4,75650.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-07,1998-07-01,75195.4,75195.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-08,1998-08-01,74483.3,74483.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-09,1998-09-01,74500.4,74500.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-10,1998-10-01,74671.4,74671.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-11,1998-11-01,75665.4,75665.4,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1998-12,1998-12-01,75352.5,75352.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-01,1999-01-01,75647.6,75647.6,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-02,1999-02-01,76090.3,76090.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-03,1999-03-01,75679.6,75679.6,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-04,1999-04-01,74266.6,74266.6,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-05,1999-05-01,74094.6,74094.6,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-06,1999-06-01,73037.8,73037.8,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-07,1999-07-01,74660.9,74660.9,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-08,1999-08-01,74583.9,74583.9,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-09,1999-09-01,74698.3,74698.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-10,1999-10-01,75298.3,75298.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-11,1999-11-01,75297.3,75297.3,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",1999-12,1999-12-01,74616.5,74616.5,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-01,2000-01-01,75684.66349989605,75684.66349989605,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-02,2000-02-01,76268.8143763854,76268.8143763854,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-03,2000-03-01,76317.79680782928,76317.79680782928,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-04,2000-04-01,76934.26331580743,76934.26331580743,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-05,2000-05-01,77479.40614251143,77479.40614251143,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-06,2000-06-01,77228.8517822699,77228.8517822699,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-07,2000-07-01,77784.08429370025,77784.08429370025,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-08,2000-08-01,78683.6772162308,78683.6772162308,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-09,2000-09-01,78877.37221137818,78877.37221137818,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-10,2000-10-01,79242.53664765859,79242.53664765859,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-11,2000-11-01,79932.04028937269,79932.04028937269,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2000-12,2000-12-01,78288.17433422658,78288.17433422658,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-01,2001-01-01,78332.57116228231,78332.57116228231,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-02,2001-02-01,78212.11471678417,78212.11471678417,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-03,2001-03-01,78940.55169192824,78940.55169192824,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-04,2001-04-01,77925.49953875865,77925.49953875865,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-05,2001-05-01,77302.47995207633,77302.47995207633,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-06,2001-06-01,75729.65553639263,75729.65553639263,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-07,2001-07-01,77716.43952949828,77716.43952949828,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-08,2001-08-01,77874.62334984416,77874.62334984416,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-09,2001-09-01,77442.26925490108,77442.26925490108,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-10,2001-10-01,77443.49640157864,77443.49640157864,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-11,2001-11-01,77951.05538068294,77951.05538068294,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2001-12,2001-12-01,77206.82488627062,77206.82488627062,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-01,2002-01-01,76695.06696175203,76695.06696175203,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-02,2002-02-01,76819.89822108907,76819.89822108907,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-03,2002-03-01,76617.38257356497,76617.38257356497,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-04,2002-04-01,76120.49687911313,76120.49687911313,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-05,2002-05-01,76781.03121779568,76781.03121779568,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-06,2002-06-01,76456.97660083638,76456.97660083638,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-07,2002-07-01,76893.23160986605,76893.23160986605,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-08,2002-08-01,76721.9142182107,76721.9142182107,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-09,2002-09-01,77284.6886635763,77284.6886635763,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-10,2002-10-01,78736.40262509295,78736.40262509295,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-11,2002-11-01,79023.16860465736,79023.16860465736,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2002-12,2002-12-01,77081.5213124963,77081.5213124963,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2003-01,2003-01-01,77533.6746608278,77533.6746608278,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2003-02,2003-02-01,79328.86422070983,79328.86422070983,M,wld,thou,Monthly,WLD,thousand barrels per day
monthly,EIA,INTL,International Energy Data,53-1-WORL-TBPD.M,"Petroleum and other liquids production, World, Monthly — thousand barrels per day",2003-03,2003-03-01,79803.4375425096,79803.4375425096,M,wld,thou,Monthly,WLD,thousand barrels per day
